id,id_index,kode_provinsi,nama_provinsi,periode_update,cara_keluar,kategori,jumlah,satuan,tahun
191,572,35,JAWA TIMUR,2020-10,PULANG PAKSA,RUJUKAN,0,PASIEN,2020
191,573,35,JAWA TIMUR,2020-10,PULANG PAKSA,TOTAL,0,PASIEN,2020
192,574,35,JAWA TIMUR,2020-10,DIRAWAT,NON RUJUKAN,491,PASIEN,2020
192,575,35,JAWA TIMUR,2020-10,DIRAWAT,RUJUKAN,394,PASIEN,2020
192,576,35,JAWA TIMUR,2020-10,DIRAWAT,TOTAL,885,PASIEN,2020
193,577,35,JAWA TIMUR,2020-11,MENINGGAL,NON RUJUKAN,23,PASIEN,2020
193,578,35,JAWA TIMUR,2020-11,MENINGGAL,RUJUKAN,14,PASIEN,2020
193,579,35,JAWA TIMUR,2020-11,MENINGGAL,TOTAL,37,PASIEN,2020
194,580,35,JAWA TIMUR,2020-11,DIRUJUK,NON RUJUKAN,0,PASIEN,2020
194,581,35,JAWA TIMUR,2020-11,DIRUJUK,RUJUKAN,0,PASIEN,2020
194,582,35,JAWA TIMUR,2020-11,DIRUJUK,TOTAL,0,PASIEN,2020
195,583,35,JAWA TIMUR,2020-11,PULANG PAKSA,NON RUJUKAN,53,PASIEN,2020
195,584,35,JAWA TIMUR,2020-11,PULANG PAKSA,RUJUKAN,19,PASIEN,2020
195,585,35,JAWA TIMUR,2020-11,PULANG PAKSA,TOTAL,72,PASIEN,2020
196,586,35,JAWA TIMUR,2020-11,PULANG,NON RUJUKAN,258,PASIEN,2020
196,587,35,JAWA TIMUR,2020-11,PULANG,RUJUKAN,48,PASIEN,2020
196,588,35,JAWA TIMUR,2020-11,PULANG,TOTAL,306,PASIEN,2020
197,589,35,JAWA TIMUR,2020-11,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2020
197,590,35,JAWA TIMUR,2020-11,PULANG PAKSA,RUJUKAN,0,PASIEN,2020
197,591,35,JAWA TIMUR,2020-11,PULANG PAKSA,TOTAL,0,PASIEN,2020
198,592,35,JAWA TIMUR,2020-11,DIRAWAT,NON RUJUKAN,492,PASIEN,2020
198,593,35,JAWA TIMUR,2020-11,DIRAWAT,RUJUKAN,471,PASIEN,2020
198,594,35,JAWA TIMUR,2020-11,DIRAWAT,TOTAL,963,PASIEN,2020
199,595,35,JAWA TIMUR,2020-12,MENINGGAL,NON RUJUKAN,65,PASIEN,2020
199,596,35,JAWA TIMUR,2020-12,MENINGGAL,RUJUKAN,10,PASIEN,2020
199,597,35,JAWA TIMUR,2020-12,MENINGGAL,TOTAL,75,PASIEN,2020
200,598,35,JAWA TIMUR,2020-12,DIRUJUK,NON RUJUKAN,0,PASIEN,2020
200,599,35,JAWA TIMUR,2020-12,DIRUJUK,RUJUKAN,0,PASIEN,2020
200,600,35,JAWA TIMUR,2020-12,DIRUJUK,TOTAL,0,PASIEN,2020
201,601,35,JAWA TIMUR,2020-12,PULANG PAKSA,NON RUJUKAN,63,PASIEN,2020
201,602,35,JAWA TIMUR,2020-12,PULANG PAKSA,RUJUKAN,6,PASIEN,2020
201,603,35,JAWA TIMUR,2020-12,PULANG PAKSA,TOTAL,69,PASIEN,2020
202,604,35,JAWA TIMUR,2020-12,PULANG,NON RUJUKAN,201,PASIEN,2020
202,605,35,JAWA TIMUR,2020-12,PULANG,RUJUKAN,25,PASIEN,2020
202,606,35,JAWA TIMUR,2020-12,PULANG,TOTAL,226,PASIEN,2020
203,607,35,JAWA TIMUR,2020-12,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2020
203,608,35,JAWA TIMUR,2020-12,PULANG PAKSA,RUJUKAN,0,PASIEN,2020
203,609,35,JAWA TIMUR,2020-12,PULANG PAKSA,TOTAL,0,PASIEN,2020
204,610,35,JAWA TIMUR,2020-12,DIRAWAT,NON RUJUKAN,748,PASIEN,2020
204,611,35,JAWA TIMUR,2020-12,DIRAWAT,RUJUKAN,277,PASIEN,2020
204,612,35,JAWA TIMUR,2020-12,DIRAWAT,TOTAL,1025,PASIEN,2020
205,613,35,JAWA TIMUR,2020-05,MENINGGAL,NON RUJUKAN,20,PASIEN,2020
205,614,35,JAWA TIMUR,2020-05,MENINGGAL,RUJUKAN,16,PASIEN,2020
205,615,35,JAWA TIMUR,2020-05,MENINGGAL,TOTAL,36,PASIEN,2020
206,616,35,JAWA TIMUR,2020-05,DIRUJUK,NON RUJUKAN,0,PASIEN,2020
206,617,35,JAWA TIMUR,2020-05,DIRUJUK,RUJUKAN,0,PASIEN,2020
206,618,35,JAWA TIMUR,2020-05,DIRUJUK,TOTAL,0,PASIEN,2020
207,619,35,JAWA TIMUR,2020-05,PULANG PAKSA,NON RUJUKAN,23,PASIEN,2020
207,620,35,JAWA TIMUR,2020-05,PULANG PAKSA,RUJUKAN,9,PASIEN,2020
207,621,35,JAWA TIMUR,2020-05,PULANG PAKSA,TOTAL,32,PASIEN,2020
208,622,35,JAWA TIMUR,2020-05,PULANG,NON RUJUKAN,271,PASIEN,2020
208,623,35,JAWA TIMUR,2020-05,PULANG,RUJUKAN,59,PASIEN,2020
208,624,35,JAWA TIMUR,2020-05,PULANG,TOTAL,330,PASIEN,2020
209,625,35,JAWA TIMUR,2020-05,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2020
209,626,35,JAWA TIMUR,2020-05,PULANG PAKSA,RUJUKAN,0,PASIEN,2020
209,627,35,JAWA TIMUR,2020-05,PULANG PAKSA,TOTAL,0,PASIEN,2020
210,628,35,JAWA TIMUR,2020-05,DIRAWAT,NON RUJUKAN,440,PASIEN,2020
210,629,35,JAWA TIMUR,2020-05,DIRAWAT,RUJUKAN,619,PASIEN,2020
210,630,35,JAWA TIMUR,2020-05,DIRAWAT,TOTAL,1059,PASIEN,2020
211,631,35,JAWA TIMUR,2020-07,MENINGGAL,NON RUJUKAN,19,PASIEN,2020
211,632,35,JAWA TIMUR,2020-07,MENINGGAL,RUJUKAN,12,PASIEN,2020
211,633,35,JAWA TIMUR,2020-07,MENINGGAL,TOTAL,31,PASIEN,2020
212,634,35,JAWA TIMUR,2020-07,DIRUJUK,NON RUJUKAN,0,PASIEN,2020
212,635,35,JAWA TIMUR,2020-07,DIRUJUK,RUJUKAN,0,PASIEN,2020
212,636,35,JAWA TIMUR,2020-07,DIRUJUK,TOTAL,0,PASIEN,2020
213,637,35,JAWA TIMUR,2020-07,PULANG PAKSA,NON RUJUKAN,27,PASIEN,2020
213,638,35,JAWA TIMUR,2020-07,PULANG PAKSA,RUJUKAN,9,PASIEN,2020
213,639,35,JAWA TIMUR,2020-07,PULANG PAKSA,TOTAL,36,PASIEN,2020
214,640,35,JAWA TIMUR,2020-07,PULANG,NON RUJUKAN,232,PASIEN,2020
214,641,35,JAWA TIMUR,2020-07,PULANG,RUJUKAN,91,PASIEN,2020
214,642,35,JAWA TIMUR,2020-07,PULANG,TOTAL,323,PASIEN,2020
215,643,35,JAWA TIMUR,2020-07,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2020
215,644,35,JAWA TIMUR,2020-07,PULANG PAKSA,RUJUKAN,0,PASIEN,2020
215,645,35,JAWA TIMUR,2020-07,PULANG PAKSA,TOTAL,0,PASIEN,2020
216,646,35,JAWA TIMUR,2020-07,DIRAWAT,NON RUJUKAN,438,PASIEN,2020
216,647,35,JAWA TIMUR,2020-07,DIRAWAT,RUJUKAN,542,PASIEN,2020
216,648,35,JAWA TIMUR,2020-07,DIRAWAT,TOTAL,980,PASIEN,2020
217,649,35,JAWA TIMUR,2021-11,MENINGGAL,NON RUJUKAN,8,PASIEN,2021
217,650,35,JAWA TIMUR,2021-11,MENINGGAL,RUJUKAN,15,PASIEN,2021
217,651,35,JAWA TIMUR,2021-11,MENINGGAL,TOTAL,23,PASIEN,2021
218,652,35,JAWA TIMUR,2021-11,DIRUJUK,NON RUJUKAN,0,PASIEN,2021
218,653,35,JAWA TIMUR,2021-11,DIRUJUK,RUJUKAN,0,PASIEN,2021
218,654,35,JAWA TIMUR,2021-11,DIRUJUK,TOTAL,0,PASIEN,2021
219,655,35,JAWA TIMUR,2021-11,PULANG PAKSA,NON RUJUKAN,29,PASIEN,2021
219,656,35,JAWA TIMUR,2021-11,PULANG PAKSA,RUJUKAN,13,PASIEN,2021
219,657,35,JAWA TIMUR,2021-11,PULANG PAKSA,TOTAL,42,PASIEN,2021
220,658,35,JAWA TIMUR,2021-11,PULANG,NON RUJUKAN,188,PASIEN,2021
220,659,35,JAWA TIMUR,2021-11,PULANG,RUJUKAN,103,PASIEN,2021
220,660,35,JAWA TIMUR,2021-11,PULANG,TOTAL,291,PASIEN,2021
221,661,35,JAWA TIMUR,2021-11,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2021
221,662,35,JAWA TIMUR,2021-11,PULANG PAKSA,RUJUKAN,0,PASIEN,2021
221,663,35,JAWA TIMUR,2021-11,PULANG PAKSA,TOTAL,0,PASIEN,2021
222,664,35,JAWA TIMUR,2021-11,DIRAWAT,NON RUJUKAN,297,PASIEN,2021
222,665,35,JAWA TIMUR,2021-11,DIRAWAT,RUJUKAN,810,PASIEN,2021
222,666,35,JAWA TIMUR,2021-11,DIRAWAT,TOTAL,1107,PASIEN,2021
223,667,35,JAWA TIMUR,2021-12,MENINGGAL,NON RUJUKAN,11,PASIEN,2021
223,668,35,JAWA TIMUR,2021-12,MENINGGAL,RUJUKAN,15,PASIEN,2021
223,669,35,JAWA TIMUR,2021-12,MENINGGAL,TOTAL,26,PASIEN,2021
224,670,35,JAWA TIMUR,2021-12,DIRUJUK,NON RUJUKAN,0,PASIEN,2021
224,671,35,JAWA TIMUR,2021-12,DIRUJUK,RUJUKAN,0,PASIEN,2021
224,672,35,JAWA TIMUR,2021-12,DIRUJUK,TOTAL,0,PASIEN,2021
225,673,35,JAWA TIMUR,2021-12,PULANG PAKSA,NON RUJUKAN,48,PASIEN,2021
225,674,35,JAWA TIMUR,2021-12,PULANG PAKSA,RUJUKAN,10,PASIEN,2021
225,675,35,JAWA TIMUR,2021-12,PULANG PAKSA,TOTAL,58,PASIEN,2021
226,676,35,JAWA TIMUR,2021-12,PULANG,NON RUJUKAN,221,PASIEN,2021
226,677,35,JAWA TIMUR,2021-12,PULANG,RUJUKAN,111,PASIEN,2021
226,678,35,JAWA TIMUR,2021-12,PULANG,TOTAL,332,PASIEN,2021
227,679,35,JAWA TIMUR,2021-12,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2021
227,680,35,JAWA TIMUR,2021-12,PULANG PAKSA,RUJUKAN,0,PASIEN,2021
227,681,35,JAWA TIMUR,2021-12,PULANG PAKSA,TOTAL,0,PASIEN,2021
228,682,35,JAWA TIMUR,2021-12,DIRAWAT,NON RUJUKAN,387,PASIEN,2021
228,683,35,JAWA TIMUR,2021-12,DIRAWAT,RUJUKAN,895,PASIEN,2021
228,684,35,JAWA TIMUR,2021-12,DIRAWAT,TOTAL,1282,PASIEN,2021
229,685,35,JAWA TIMUR,2021-01,MENINGGAL,NON RUJUKAN,66,PASIEN,2021
229,686,35,JAWA TIMUR,2021-01,MENINGGAL,RUJUKAN,14,PASIEN,2021
229,687,35,JAWA TIMUR,2021-01,MENINGGAL,TOTAL,80,PASIEN,2021
230,688,35,JAWA TIMUR,2021-01,DIRUJUK,NON RUJUKAN,0,PASIEN,2021
230,689,35,JAWA TIMUR,2021-01,DIRUJUK,RUJUKAN,0,PASIEN,2021
230,690,35,JAWA TIMUR,2021-01,DIRUJUK,TOTAL,0,PASIEN,2021
231,691,35,JAWA TIMUR,2021-01,PULANG PAKSA,NON RUJUKAN,68,PASIEN,2021
231,692,35,JAWA TIMUR,2021-01,PULANG PAKSA,RUJUKAN,14,PASIEN,2021
231,693,35,JAWA TIMUR,2021-01,PULANG PAKSA,TOTAL,82,PASIEN,2021
232,694,35,JAWA TIMUR,2021-01,PULANG,NON RUJUKAN,209,PASIEN,2021
232,695,35,JAWA TIMUR,2021-01,PULANG,RUJUKAN,33,PASIEN,2021
232,696,35,JAWA TIMUR,2021-01,PULANG,TOTAL,242,PASIEN,2021
233,697,35,JAWA TIMUR,2021-01,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2021
233,698,35,JAWA TIMUR,2021-01,PULANG PAKSA,RUJUKAN,0,PASIEN,2021
233,699,35,JAWA TIMUR,2021-01,PULANG PAKSA,TOTAL,0,PASIEN,2021
234,700,35,JAWA TIMUR,2021-01,DIRAWAT,NON RUJUKAN,756,PASIEN,2021
234,701,35,JAWA TIMUR,2021-01,DIRAWAT,RUJUKAN,272,PASIEN,2021
234,702,35,JAWA TIMUR,2021-01,DIRAWAT,TOTAL,1028,PASIEN,2021
235,703,35,JAWA TIMUR,2021-02,MENINGGAL,NON RUJUKAN,23,PASIEN,2021
235,704,35,JAWA TIMUR,2021-02,MENINGGAL,RUJUKAN,9,PASIEN,2021
235,705,35,JAWA TIMUR,2021-02,MENINGGAL,TOTAL,32,PASIEN,2021
236,706,35,JAWA TIMUR,2021-02,DIRUJUK,NON RUJUKAN,1,PASIEN,2021
236,707,35,JAWA TIMUR,2021-02,DIRUJUK,RUJUKAN,0,PASIEN,2021
236,708,35,JAWA TIMUR,2021-02,DIRUJUK,TOTAL,1,PASIEN,2021
237,709,35,JAWA TIMUR,2021-02,PULANG PAKSA,NON RUJUKAN,48,PASIEN,2021
237,710,35,JAWA TIMUR,2021-02,PULANG PAKSA,RUJUKAN,18,PASIEN,2021
237,711,35,JAWA TIMUR,2021-02,PULANG PAKSA,TOTAL,66,PASIEN,2021
238,712,35,JAWA TIMUR,2021-02,PULANG,NON RUJUKAN,157,PASIEN,2021
238,713,35,JAWA TIMUR,2021-02,PULANG,RUJUKAN,33,PASIEN,2021
238,714,35,JAWA TIMUR,2021-02,PULANG,TOTAL,190,PASIEN,2021
239,715,35,JAWA TIMUR,2021-02,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2021
239,716,35,JAWA TIMUR,2021-02,PULANG PAKSA,RUJUKAN,0,PASIEN,2021
239,717,35,JAWA TIMUR,2021-02,PULANG PAKSA,TOTAL,0,PASIEN,2021
240,718,35,JAWA TIMUR,2021-02,DIRAWAT,NON RUJUKAN,572,PASIEN,2021
240,719,35,JAWA TIMUR,2021-02,DIRAWAT,RUJUKAN,287,PASIEN,2021
240,720,35,JAWA TIMUR,2021-02,DIRAWAT,TOTAL,859,PASIEN,2021
241,721,35,JAWA TIMUR,2021-03,MENINGGAL,NON RUJUKAN,6,PASIEN,2021
241,722,35,JAWA TIMUR,2021-03,MENINGGAL,RUJUKAN,15,PASIEN,2021
241,723,35,JAWA TIMUR,2021-03,MENINGGAL,TOTAL,21,PASIEN,2021
242,724,35,JAWA TIMUR,2021-03,DIRUJUK,NON RUJUKAN,0,PASIEN,2021
242,725,35,JAWA TIMUR,2021-03,DIRUJUK,RUJUKAN,0,PASIEN,2021
242,726,35,JAWA TIMUR,2021-03,DIRUJUK,TOTAL,0,PASIEN,2021
243,727,35,JAWA TIMUR,2021-03,PULANG PAKSA,NON RUJUKAN,40,PASIEN,2021
243,728,35,JAWA TIMUR,2021-03,PULANG PAKSA,RUJUKAN,23,PASIEN,2021
243,729,35,JAWA TIMUR,2021-03,PULANG PAKSA,TOTAL,63,PASIEN,2021
244,730,35,JAWA TIMUR,2021-03,PULANG,NON RUJUKAN,264,PASIEN,2021
244,731,35,JAWA TIMUR,2021-03,PULANG,RUJUKAN,82,PASIEN,2021
244,732,35,JAWA TIMUR,2021-03,PULANG,TOTAL,346,PASIEN,2021
245,733,35,JAWA TIMUR,2021-03,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2021
245,734,35,JAWA TIMUR,2021-03,PULANG PAKSA,RUJUKAN,0,PASIEN,2021
245,735,35,JAWA TIMUR,2021-03,PULANG PAKSA,TOTAL,0,PASIEN,2021
246,736,35,JAWA TIMUR,2021-03,DIRAWAT,NON RUJUKAN,363,PASIEN,2021
246,737,35,JAWA TIMUR,2021-03,DIRAWAT,RUJUKAN,408,PASIEN,2021
246,738,35,JAWA TIMUR,2021-03,DIRAWAT,TOTAL,771,PASIEN,2021
247,739,35,JAWA TIMUR,2021-04,MENINGGAL,NON RUJUKAN,9,PASIEN,2021
247,740,35,JAWA TIMUR,2021-04,MENINGGAL,RUJUKAN,6,PASIEN,2021
247,741,35,JAWA TIMUR,2021-04,MENINGGAL,TOTAL,15,PASIEN,2021
248,742,35,JAWA TIMUR,2021-04,DIRUJUK,NON RUJUKAN,0,PASIEN,2021
248,743,35,JAWA TIMUR,2021-04,DIRUJUK,RUJUKAN,0,PASIEN,2021
248,744,35,JAWA TIMUR,2021-04,DIRUJUK,TOTAL,0,PASIEN,2021
249,745,35,JAWA TIMUR,2021-04,PULANG PAKSA,NON RUJUKAN,31,PASIEN,2021
249,746,35,JAWA TIMUR,2021-04,PULANG PAKSA,RUJUKAN,15,PASIEN,2021
249,747,35,JAWA TIMUR,2021-04,PULANG PAKSA,TOTAL,46,PASIEN,2021
250,748,35,JAWA TIMUR,2021-04,PULANG,NON RUJUKAN,282,PASIEN,2021
250,749,35,JAWA TIMUR,2021-04,PULANG,RUJUKAN,128,PASIEN,2021
250,750,35,JAWA TIMUR,2021-04,PULANG,TOTAL,410,PASIEN,2021
251,751,35,JAWA TIMUR,2021-04,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2021
251,752,35,JAWA TIMUR,2021-04,PULANG PAKSA,RUJUKAN,0,PASIEN,2021
251,753,35,JAWA TIMUR,2021-04,PULANG PAKSA,TOTAL,0,PASIEN,2021
252,754,35,JAWA TIMUR,2021-04,DIRAWAT,NON RUJUKAN,272,PASIEN,2021
252,755,35,JAWA TIMUR,2021-04,DIRAWAT,RUJUKAN,309,PASIEN,2021
252,756,35,JAWA TIMUR,2021-04,DIRAWAT,TOTAL,581,PASIEN,2021
253,757,35,JAWA TIMUR,2021-05,MENINGGAL,NON RUJUKAN,22,PASIEN,2021
253,758,35,JAWA TIMUR,2021-05,MENINGGAL,RUJUKAN,8,PASIEN,2021
253,759,35,JAWA TIMUR,2021-05,MENINGGAL,TOTAL,30,PASIEN,2021
254,760,35,JAWA TIMUR,2021-05,DIRUJUK,NON RUJUKAN,0,PASIEN,2021
254,761,35,JAWA TIMUR,2021-05,DIRUJUK,RUJUKAN,0,PASIEN,2021
254,762,35,JAWA TIMUR,2021-05,DIRUJUK,TOTAL,0,PASIEN,2021
255,763,35,JAWA TIMUR,2021-05,PULANG PAKSA,NON RUJUKAN,58,PASIEN,2021
255,764,35,JAWA TIMUR,2021-05,PULANG PAKSA,RUJUKAN,16,PASIEN,2021
255,765,35,JAWA TIMUR,2021-05,PULANG PAKSA,TOTAL,74,PASIEN,2021
256,766,35,JAWA TIMUR,2021-05,PULANG,NON RUJUKAN,225,PASIEN,2021
256,767,35,JAWA TIMUR,2021-05,PULANG,RUJUKAN,74,PASIEN,2021
256,768,35,JAWA TIMUR,2021-05,PULANG,TOTAL,299,PASIEN,2021
257,769,35,JAWA TIMUR,2021-05,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2021
257,770,35,JAWA TIMUR,2021-05,PULANG PAKSA,RUJUKAN,0,PASIEN,2021
257,771,35,JAWA TIMUR,2021-05,PULANG PAKSA,TOTAL,0,PASIEN,2021
258,772,35,JAWA TIMUR,2021-05,DIRAWAT,NON RUJUKAN,462,PASIEN,2021
258,773,35,JAWA TIMUR,2021-05,DIRAWAT,RUJUKAN,623,PASIEN,2021
258,774,35,JAWA TIMUR,2021-05,DIRAWAT,TOTAL,1085,PASIEN,2021
259,775,35,JAWA TIMUR,2021-07,MENINGGAL,NON RUJUKAN,93,PASIEN,2021
259,776,35,JAWA TIMUR,2021-07,MENINGGAL,RUJUKAN,26,PASIEN,2021
259,777,35,JAWA TIMUR,2021-07,MENINGGAL,TOTAL,119,PASIEN,2021
260,778,35,JAWA TIMUR,2021-07,DIRUJUK,NON RUJUKAN,0,PASIEN,2021
260,779,35,JAWA TIMUR,2021-07,DIRUJUK,RUJUKAN,0,PASIEN,2021
260,780,35,JAWA TIMUR,2021-07,DIRUJUK,TOTAL,0,PASIEN,2021
261,781,35,JAWA TIMUR,2021-07,PULANG PAKSA,NON RUJUKAN,56,PASIEN,2021
261,782,35,JAWA TIMUR,2021-07,PULANG PAKSA,RUJUKAN,29,PASIEN,2021
261,783,35,JAWA TIMUR,2021-07,PULANG PAKSA,TOTAL,85,PASIEN,2021
262,784,35,JAWA TIMUR,2021-07,PULANG,NON RUJUKAN,124,PASIEN,2021
262,785,35,JAWA TIMUR,2021-07,PULANG,RUJUKAN,70,PASIEN,2021
262,786,35,JAWA TIMUR,2021-07,PULANG,TOTAL,194,PASIEN,2021
263,787,35,JAWA TIMUR,2021-07,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2021
263,788,35,JAWA TIMUR,2021-07,PULANG PAKSA,RUJUKAN,0,PASIEN,2021
263,789,35,JAWA TIMUR,2021-07,PULANG PAKSA,TOTAL,0,PASIEN,2021
264,790,35,JAWA TIMUR,2021-07,DIRAWAT,NON RUJUKAN,950,PASIEN,2021
264,791,35,JAWA TIMUR,2021-07,DIRAWAT,RUJUKAN,562,PASIEN,2021
264,792,35,JAWA TIMUR,2021-07,DIRAWAT,TOTAL,1512,PASIEN,2021
265,793,35,JAWA TIMUR,2021-08,MENINGGAL,NON RUJUKAN,50,PASIEN,2021
265,794,35,JAWA TIMUR,2021-08,MENINGGAL,RUJUKAN,10,PASIEN,2021
265,795,35,JAWA TIMUR,2021-08,MENINGGAL,TOTAL,60,PASIEN,2021
266,796,35,JAWA TIMUR,2021-08,DIRUJUK,NON RUJUKAN,0,PASIEN,2021
266,797,35,JAWA TIMUR,2021-08,DIRUJUK,RUJUKAN,0,PASIEN,2021
266,798,35,JAWA TIMUR,2021-08,DIRUJUK,TOTAL,0,PASIEN,2021
267,799,35,JAWA TIMUR,2021-08,PULANG PAKSA,NON RUJUKAN,49,PASIEN,2021
267,800,35,JAWA TIMUR,2021-08,PULANG PAKSA,RUJUKAN,12,PASIEN,2021
267,801,35,JAWA TIMUR,2021-08,PULANG PAKSA,TOTAL,61,PASIEN,2021
268,802,35,JAWA TIMUR,2021-08,PULANG,NON RUJUKAN,147,PASIEN,2021
268,803,35,JAWA TIMUR,2021-08,PULANG,RUJUKAN,75,PASIEN,2021
268,804,35,JAWA TIMUR,2021-08,PULANG,TOTAL,222,PASIEN,2021
269,805,35,JAWA TIMUR,2021-08,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2021
269,806,35,JAWA TIMUR,2021-08,PULANG PAKSA,RUJUKAN,0,PASIEN,2021
269,807,35,JAWA TIMUR,2021-08,PULANG PAKSA,TOTAL,0,PASIEN,2021
270,808,35,JAWA TIMUR,2021-08,DIRAWAT,NON RUJUKAN,822,PASIEN,2021
270,809,35,JAWA TIMUR,2021-08,DIRAWAT,RUJUKAN,542,PASIEN,2021
270,810,35,JAWA TIMUR,2021-08,DIRAWAT,TOTAL,1364,PASIEN,2021
271,811,35,JAWA TIMUR,2021-09,MENINGGAL,NON RUJUKAN,6,PASIEN,2021
271,812,35,JAWA TIMUR,2021-09,MENINGGAL,RUJUKAN,10,PASIEN,2021
271,813,35,JAWA TIMUR,2021-09,MENINGGAL,TOTAL,16,PASIEN,2021
272,814,35,JAWA TIMUR,2021-09,DIRUJUK,NON RUJUKAN,0,PASIEN,2021
272,815,35,JAWA TIMUR,2021-09,DIRUJUK,RUJUKAN,0,PASIEN,2021
272,816,35,JAWA TIMUR,2021-09,DIRUJUK,TOTAL,0,PASIEN,2021
273,817,35,JAWA TIMUR,2021-09,PULANG PAKSA,NON RUJUKAN,34,PASIEN,2021
273,818,35,JAWA TIMUR,2021-09,PULANG PAKSA,RUJUKAN,8,PASIEN,2021
273,819,35,JAWA TIMUR,2021-09,PULANG PAKSA,TOTAL,42,PASIEN,2021
274,820,35,JAWA TIMUR,2021-09,PULANG,NON RUJUKAN,148,PASIEN,2021
274,821,35,JAWA TIMUR,2021-09,PULANG,RUJUKAN,78,PASIEN,2021
274,822,35,JAWA TIMUR,2021-09,PULANG,TOTAL,226,PASIEN,2021
275,823,35,JAWA TIMUR,2021-09,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2021
275,824,35,JAWA TIMUR,2021-09,PULANG PAKSA,RUJUKAN,0,PASIEN,2021
275,825,35,JAWA TIMUR,2021-09,PULANG PAKSA,TOTAL,0,PASIEN,2021
276,826,35,JAWA TIMUR,2021-09,DIRAWAT,NON RUJUKAN,409,PASIEN,2021
276,827,35,JAWA TIMUR,2021-09,DIRAWAT,RUJUKAN,578,PASIEN,2021
276,828,35,JAWA TIMUR,2021-09,DIRAWAT,TOTAL,987,PASIEN,2021
277,829,35,JAWA TIMUR,2021-10,MENINGGAL,NON RUJUKAN,7,PASIEN,2021
277,830,35,JAWA TIMUR,2021-10,MENINGGAL,RUJUKAN,6,PASIEN,2021
277,831,35,JAWA TIMUR,2021-10,MENINGGAL,TOTAL,13,PASIEN,2021
278,832,35,JAWA TIMUR,2021-10,DIRUJUK,NON RUJUKAN,0,PASIEN,2021
278,833,35,JAWA TIMUR,2021-10,DIRUJUK,RUJUKAN,0,PASIEN,2021
278,834,35,JAWA TIMUR,2021-10,DIRUJUK,TOTAL,0,PASIEN,2021
279,835,35,JAWA TIMUR,2021-10,PULANG PAKSA,NON RUJUKAN,27,PASIEN,2021
279,836,35,JAWA TIMUR,2021-10,PULANG PAKSA,RUJUKAN,9,PASIEN,2021
279,837,35,JAWA TIMUR,2021-10,PULANG PAKSA,TOTAL,36,PASIEN,2021
280,838,35,JAWA TIMUR,2021-10,PULANG,NON RUJUKAN,135,PASIEN,2021
280,839,35,JAWA TIMUR,2021-10,PULANG,RUJUKAN,49,PASIEN,2021
280,840,35,JAWA TIMUR,2021-10,PULANG,TOTAL,184,PASIEN,2021
281,841,35,JAWA TIMUR,2021-10,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2021
281,842,35,JAWA TIMUR,2021-10,PULANG PAKSA,RUJUKAN,0,PASIEN,2021
281,843,35,JAWA TIMUR,2021-10,PULANG PAKSA,TOTAL,0,PASIEN,2021
282,844,35,JAWA TIMUR,2021-10,DIRAWAT,NON RUJUKAN,255,PASIEN,2021
282,845,35,JAWA TIMUR,2021-10,DIRAWAT,RUJUKAN,533,PASIEN,2021
282,846,35,JAWA TIMUR,2021-10,DIRAWAT,TOTAL,788,PASIEN,2021
283,847,35,JAWA TIMUR,2021-06,MENINGGAL,NON RUJUKAN,25,PASIEN,2021
283,848,35,JAWA TIMUR,2021-06,MENINGGAL,RUJUKAN,7,PASIEN,2021
283,849,35,JAWA TIMUR,2021-06,MENINGGAL,TOTAL,32,PASIEN,2021
284,850,35,JAWA TIMUR,2021-06,DIRUJUK,NON RUJUKAN,0,PASIEN,2021
284,851,35,JAWA TIMUR,2021-06,DIRUJUK,RUJUKAN,0,PASIEN,2021
284,852,35,JAWA TIMUR,2021-06,DIRUJUK,TOTAL,0,PASIEN,2021
285,853,35,JAWA TIMUR,2021-06,PULANG PAKSA,NON RUJUKAN,46,PASIEN,2021
285,854,35,JAWA TIMUR,2021-06,PULANG PAKSA,RUJUKAN,12,PASIEN,2021
285,855,35,JAWA TIMUR,2021-06,PULANG PAKSA,TOTAL,58,PASIEN,2021
286,856,35,JAWA TIMUR,2021-06,PULANG,NON RUJUKAN,200,PASIEN,2021
286,857,35,JAWA TIMUR,2021-06,PULANG,RUJUKAN,71,PASIEN,2021
286,858,35,JAWA TIMUR,2021-06,PULANG,TOTAL,271,PASIEN,2021
287,859,35,JAWA TIMUR,2021-06,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2021
287,860,35,JAWA TIMUR,2021-06,PULANG PAKSA,RUJUKAN,0,PASIEN,2021
