id,id_index,kode_provinsi,nama_provinsi,periode_update,cara_keluar,kategori,jumlah,satuan,tahun
95,283,35,JAWA TIMUR,2019-05,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2019
95,284,35,JAWA TIMUR,2019-05,PULANG PAKSA,RUJUKAN,0,PASIEN,2019
95,285,35,JAWA TIMUR,2019-05,PULANG PAKSA,TOTAL,0,PASIEN,2019
96,286,35,JAWA TIMUR,2019-05,DIRAWAT,NON RUJUKAN,579,PASIEN,2019
96,287,35,JAWA TIMUR,2019-05,DIRAWAT,RUJUKAN,878,PASIEN,2019
96,288,35,JAWA TIMUR,2019-05,DIRAWAT,TOTAL,1457,PASIEN,2019
97,289,35,JAWA TIMUR,2019-06,MENINGGAL,NON RUJUKAN,21,PASIEN,2019
97,290,35,JAWA TIMUR,2019-06,MENINGGAL,RUJUKAN,37,PASIEN,2019
97,291,35,JAWA TIMUR,2019-06,MENINGGAL,TOTAL,58,PASIEN,2019
98,292,35,JAWA TIMUR,2019-06,DIRUJUK,NON RUJUKAN,0,PASIEN,2019
98,293,35,JAWA TIMUR,2019-06,DIRUJUK,RUJUKAN,2,PASIEN,2019
98,294,35,JAWA TIMUR,2019-06,DIRUJUK,TOTAL,2,PASIEN,2019
99,295,35,JAWA TIMUR,2019-06,PULANG PAKSA,NON RUJUKAN,56,PASIEN,2019
99,296,35,JAWA TIMUR,2019-06,PULANG PAKSA,RUJUKAN,16,PASIEN,2019
99,297,35,JAWA TIMUR,2019-06,PULANG PAKSA,TOTAL,72,PASIEN,2019
100,298,35,JAWA TIMUR,2019-06,PULANG,NON RUJUKAN,611,PASIEN,2019
100,299,35,JAWA TIMUR,2019-06,PULANG,RUJUKAN,104,PASIEN,2019
100,300,35,JAWA TIMUR,2019-06,PULANG,TOTAL,715,PASIEN,2019
101,301,35,JAWA TIMUR,2019-06,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2019
101,302,35,JAWA TIMUR,2019-06,PULANG PAKSA,RUJUKAN,0,PASIEN,2019
101,303,35,JAWA TIMUR,2019-06,PULANG PAKSA,TOTAL,0,PASIEN,2019
102,304,35,JAWA TIMUR,2019-06,DIRAWAT,NON RUJUKAN,672,PASIEN,2019
102,305,35,JAWA TIMUR,2019-06,DIRAWAT,RUJUKAN,903,PASIEN,2019
102,306,35,JAWA TIMUR,2019-06,DIRAWAT,TOTAL,1575,PASIEN,2019
103,307,35,JAWA TIMUR,2019-07,MENINGGAL,NON RUJUKAN,26,PASIEN,2019
103,308,35,JAWA TIMUR,2019-07,MENINGGAL,RUJUKAN,49,PASIEN,2019
103,309,35,JAWA TIMUR,2019-07,MENINGGAL,TOTAL,75,PASIEN,2019
104,310,35,JAWA TIMUR,2019-07,DIRUJUK,NON RUJUKAN,0,PASIEN,2019
104,311,35,JAWA TIMUR,2019-07,DIRUJUK,RUJUKAN,0,PASIEN,2019
104,312,35,JAWA TIMUR,2019-07,DIRUJUK,TOTAL,0,PASIEN,2019
105,313,35,JAWA TIMUR,2019-07,PULANG PAKSA,NON RUJUKAN,37,PASIEN,2019
105,314,35,JAWA TIMUR,2019-07,PULANG PAKSA,RUJUKAN,15,PASIEN,2019
105,315,35,JAWA TIMUR,2019-07,PULANG PAKSA,TOTAL,52,PASIEN,2019
106,316,35,JAWA TIMUR,2019-07,PULANG,NON RUJUKAN,456,PASIEN,2019
106,317,35,JAWA TIMUR,2019-07,PULANG,RUJUKAN,82,PASIEN,2019
106,318,35,JAWA TIMUR,2019-07,PULANG,TOTAL,538,PASIEN,2019
107,319,35,JAWA TIMUR,2019-07,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2019
107,320,35,JAWA TIMUR,2019-07,PULANG PAKSA,RUJUKAN,0,PASIEN,2019
107,321,35,JAWA TIMUR,2019-07,PULANG PAKSA,TOTAL,0,PASIEN,2019
108,322,35,JAWA TIMUR,2019-07,DIRAWAT,NON RUJUKAN,690,PASIEN,2019
108,323,35,JAWA TIMUR,2019-07,DIRAWAT,RUJUKAN,1045,PASIEN,2019
108,324,35,JAWA TIMUR,2019-07,DIRAWAT,TOTAL,1735,PASIEN,2019
109,325,35,JAWA TIMUR,2019-08,MENINGGAL,NON RUJUKAN,30,PASIEN,2019
109,326,35,JAWA TIMUR,2019-08,MENINGGAL,RUJUKAN,34,PASIEN,2019
109,327,35,JAWA TIMUR,2019-08,MENINGGAL,TOTAL,64,PASIEN,2019
110,328,35,JAWA TIMUR,2019-08,DIRUJUK,NON RUJUKAN,1,PASIEN,2019
110,329,35,JAWA TIMUR,2019-08,DIRUJUK,RUJUKAN,0,PASIEN,2019
110,330,35,JAWA TIMUR,2019-08,DIRUJUK,TOTAL,1,PASIEN,2019
111,331,35,JAWA TIMUR,2019-08,PULANG PAKSA,NON RUJUKAN,49,PASIEN,2019
111,332,35,JAWA TIMUR,2019-08,PULANG PAKSA,RUJUKAN,15,PASIEN,2019
111,333,35,JAWA TIMUR,2019-08,PULANG PAKSA,TOTAL,64,PASIEN,2019
112,334,35,JAWA TIMUR,2019-08,PULANG,NON RUJUKAN,485,PASIEN,2019
112,335,35,JAWA TIMUR,2019-08,PULANG,RUJUKAN,68,PASIEN,2019
112,336,35,JAWA TIMUR,2019-08,PULANG,TOTAL,553,PASIEN,2019
113,337,35,JAWA TIMUR,2019-08,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2019
113,338,35,JAWA TIMUR,2019-08,PULANG PAKSA,RUJUKAN,0,PASIEN,2019
113,339,35,JAWA TIMUR,2019-08,PULANG PAKSA,TOTAL,0,PASIEN,2019
114,340,35,JAWA TIMUR,2019-08,DIRAWAT,NON RUJUKAN,679,PASIEN,2019
114,341,35,JAWA TIMUR,2019-08,DIRAWAT,RUJUKAN,970,PASIEN,2019
114,342,35,JAWA TIMUR,2019-08,DIRAWAT,TOTAL,1649,PASIEN,2019
115,343,35,JAWA TIMUR,2019-09,MENINGGAL,NON RUJUKAN,16,PASIEN,2019
115,344,35,JAWA TIMUR,2019-09,MENINGGAL,RUJUKAN,23,PASIEN,2019
115,345,35,JAWA TIMUR,2019-09,MENINGGAL,TOTAL,39,PASIEN,2019
116,346,35,JAWA TIMUR,2019-09,DIRUJUK,NON RUJUKAN,0,PASIEN,2019
116,347,35,JAWA TIMUR,2019-09,DIRUJUK,RUJUKAN,0,PASIEN,2019
116,348,35,JAWA TIMUR,2019-09,DIRUJUK,TOTAL,0,PASIEN,2019
117,349,35,JAWA TIMUR,2019-09,PULANG PAKSA,NON RUJUKAN,38,PASIEN,2019
117,350,35,JAWA TIMUR,2019-09,PULANG PAKSA,RUJUKAN,17,PASIEN,2019
117,351,35,JAWA TIMUR,2019-09,PULANG PAKSA,TOTAL,55,PASIEN,2019
118,352,35,JAWA TIMUR,2019-09,PULANG,NON RUJUKAN,527,PASIEN,2019
118,353,35,JAWA TIMUR,2019-09,PULANG,RUJUKAN,99,PASIEN,2019
118,354,35,JAWA TIMUR,2019-09,PULANG,TOTAL,626,PASIEN,2019
119,355,35,JAWA TIMUR,2019-09,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2019
119,356,35,JAWA TIMUR,2019-09,PULANG PAKSA,RUJUKAN,0,PASIEN,2019
119,357,35,JAWA TIMUR,2019-09,PULANG PAKSA,TOTAL,0,PASIEN,2019
120,358,35,JAWA TIMUR,2019-09,DIRAWAT,NON RUJUKAN,672,PASIEN,2019
120,359,35,JAWA TIMUR,2019-09,DIRAWAT,RUJUKAN,1015,PASIEN,2019
120,360,35,JAWA TIMUR,2019-09,DIRAWAT,TOTAL,1687,PASIEN,2019
121,361,35,JAWA TIMUR,2019-10,MENINGGAL,NON RUJUKAN,13,PASIEN,2019
121,362,35,JAWA TIMUR,2019-10,MENINGGAL,RUJUKAN,38,PASIEN,2019
121,363,35,JAWA TIMUR,2019-10,MENINGGAL,TOTAL,51,PASIEN,2019
122,364,35,JAWA TIMUR,2019-10,DIRUJUK,NON RUJUKAN,0,PASIEN,2019
122,365,35,JAWA TIMUR,2019-10,DIRUJUK,RUJUKAN,0,PASIEN,2019
122,366,35,JAWA TIMUR,2019-10,DIRUJUK,TOTAL,0,PASIEN,2019
123,367,35,JAWA TIMUR,2019-10,PULANG PAKSA,NON RUJUKAN,53,PASIEN,2019
123,368,35,JAWA TIMUR,2019-10,PULANG PAKSA,RUJUKAN,18,PASIEN,2019
123,369,35,JAWA TIMUR,2019-10,PULANG PAKSA,TOTAL,71,PASIEN,2019
124,370,35,JAWA TIMUR,2019-10,PULANG,NON RUJUKAN,458,PASIEN,2019
124,371,35,JAWA TIMUR,2019-10,PULANG,RUJUKAN,99,PASIEN,2019
124,372,35,JAWA TIMUR,2019-10,PULANG,TOTAL,557,PASIEN,2019
125,373,35,JAWA TIMUR,2019-10,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2019
125,374,35,JAWA TIMUR,2019-10,PULANG PAKSA,RUJUKAN,0,PASIEN,2019
125,375,35,JAWA TIMUR,2019-10,PULANG PAKSA,TOTAL,0,PASIEN,2019
126,376,35,JAWA TIMUR,2019-10,DIRAWAT,NON RUJUKAN,637,PASIEN,2019
126,377,35,JAWA TIMUR,2019-10,DIRAWAT,RUJUKAN,1009,PASIEN,2019
126,378,35,JAWA TIMUR,2019-10,DIRAWAT,TOTAL,1646,PASIEN,2019
127,379,35,JAWA TIMUR,2019-11,MENINGGAL,NON RUJUKAN,15,PASIEN,2019
127,380,35,JAWA TIMUR,2019-11,MENINGGAL,RUJUKAN,32,PASIEN,2019
127,381,35,JAWA TIMUR,2019-11,MENINGGAL,TOTAL,47,PASIEN,2019
128,382,35,JAWA TIMUR,2019-11,DIRUJUK,NON RUJUKAN,0,PASIEN,2019
128,383,35,JAWA TIMUR,2019-11,DIRUJUK,RUJUKAN,1,PASIEN,2019
128,384,35,JAWA TIMUR,2019-11,DIRUJUK,TOTAL,1,PASIEN,2019
129,385,35,JAWA TIMUR,2019-11,PULANG PAKSA,NON RUJUKAN,50,PASIEN,2019
129,386,35,JAWA TIMUR,2019-11,PULANG PAKSA,RUJUKAN,20,PASIEN,2019
129,387,35,JAWA TIMUR,2019-11,PULANG PAKSA,TOTAL,70,PASIEN,2019
130,388,35,JAWA TIMUR,2019-11,PULANG,NON RUJUKAN,521,PASIEN,2019
130,389,35,JAWA TIMUR,2019-11,PULANG,RUJUKAN,110,PASIEN,2019
130,390,35,JAWA TIMUR,2019-11,PULANG,TOTAL,631,PASIEN,2019
131,391,35,JAWA TIMUR,2019-11,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2019
131,392,35,JAWA TIMUR,2019-11,PULANG PAKSA,RUJUKAN,0,PASIEN,2019
131,393,35,JAWA TIMUR,2019-11,PULANG PAKSA,TOTAL,0,PASIEN,2019
132,394,35,JAWA TIMUR,2019-11,DIRAWAT,NON RUJUKAN,644,PASIEN,2019
132,395,35,JAWA TIMUR,2019-11,DIRAWAT,RUJUKAN,1009,PASIEN,2019
132,396,35,JAWA TIMUR,2019-11,DIRAWAT,TOTAL,1653,PASIEN,2019
133,397,35,JAWA TIMUR,2019-12,MENINGGAL,NON RUJUKAN,27,PASIEN,2019
133,398,35,JAWA TIMUR,2019-12,MENINGGAL,RUJUKAN,34,PASIEN,2019
133,399,35,JAWA TIMUR,2019-12,MENINGGAL,TOTAL,61,PASIEN,2019
134,400,35,JAWA TIMUR,2019-12,DIRUJUK,NON RUJUKAN,0,PASIEN,2019
134,401,35,JAWA TIMUR,2019-12,DIRUJUK,RUJUKAN,1,PASIEN,2019
134,402,35,JAWA TIMUR,2019-12,DIRUJUK,TOTAL,1,PASIEN,2019
135,403,35,JAWA TIMUR,2019-12,PULANG PAKSA,NON RUJUKAN,47,PASIEN,2019
135,404,35,JAWA TIMUR,2019-12,PULANG PAKSA,RUJUKAN,24,PASIEN,2019
135,405,35,JAWA TIMUR,2019-12,PULANG PAKSA,TOTAL,71,PASIEN,2019
136,406,35,JAWA TIMUR,2019-12,PULANG,NON RUJUKAN,591,PASIEN,2019
136,407,35,JAWA TIMUR,2019-12,PULANG,RUJUKAN,92,PASIEN,2019
136,408,35,JAWA TIMUR,2019-12,PULANG,TOTAL,683,PASIEN,2019
137,409,35,JAWA TIMUR,2019-12,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2019
137,410,35,JAWA TIMUR,2019-12,PULANG PAKSA,RUJUKAN,0,PASIEN,2019
137,411,35,JAWA TIMUR,2019-12,PULANG PAKSA,TOTAL,0,PASIEN,2019
138,412,35,JAWA TIMUR,2019-12,DIRAWAT,NON RUJUKAN,675,PASIEN,2019
138,413,35,JAWA TIMUR,2019-12,DIRAWAT,RUJUKAN,1098,PASIEN,2019
138,414,35,JAWA TIMUR,2019-12,DIRAWAT,TOTAL,1773,PASIEN,2019
139,415,35,JAWA TIMUR,2019-01,MENINGGAL,NON RUJUKAN,23,PASIEN,2019
139,416,35,JAWA TIMUR,2019-01,MENINGGAL,RUJUKAN,32,PASIEN,2019
139,417,35,JAWA TIMUR,2019-01,MENINGGAL,TOTAL,55,PASIEN,2019
140,418,35,JAWA TIMUR,2019-01,DIRUJUK,NON RUJUKAN,0,PASIEN,2019
140,419,35,JAWA TIMUR,2019-01,DIRUJUK,RUJUKAN,0,PASIEN,2019
140,420,35,JAWA TIMUR,2019-01,DIRUJUK,TOTAL,0,PASIEN,2019
141,421,35,JAWA TIMUR,2019-01,PULANG PAKSA,NON RUJUKAN,50,PASIEN,2019
141,422,35,JAWA TIMUR,2019-01,PULANG PAKSA,RUJUKAN,12,PASIEN,2019
141,423,35,JAWA TIMUR,2019-01,PULANG PAKSA,TOTAL,62,PASIEN,2019
142,424,35,JAWA TIMUR,2019-01,PULANG,NON RUJUKAN,578,PASIEN,2019
142,425,35,JAWA TIMUR,2019-01,PULANG,RUJUKAN,71,PASIEN,2019
142,426,35,JAWA TIMUR,2019-01,PULANG,TOTAL,649,PASIEN,2019
143,427,35,JAWA TIMUR,2019-01,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2019
143,428,35,JAWA TIMUR,2019-01,PULANG PAKSA,RUJUKAN,0,PASIEN,2019
143,429,35,JAWA TIMUR,2019-01,PULANG PAKSA,TOTAL,0,PASIEN,2019
144,430,35,JAWA TIMUR,2019-01,DIRAWAT,NON RUJUKAN,731,PASIEN,2019
144,431,35,JAWA TIMUR,2019-01,DIRAWAT,RUJUKAN,1119,PASIEN,2019
144,432,35,JAWA TIMUR,2019-01,DIRAWAT,TOTAL,1850,PASIEN,2019
145,433,35,JAWA TIMUR,2020-01,MENINGGAL,NON RUJUKAN,30,PASIEN,2020
145,434,35,JAWA TIMUR,2020-01,MENINGGAL,RUJUKAN,36,PASIEN,2020
145,435,35,JAWA TIMUR,2020-01,MENINGGAL,TOTAL,66,PASIEN,2020
146,436,35,JAWA TIMUR,2020-01,DIRUJUK,NON RUJUKAN,0,PASIEN,2020
146,437,35,JAWA TIMUR,2020-01,DIRUJUK,RUJUKAN,0,PASIEN,2020
146,438,35,JAWA TIMUR,2020-01,DIRUJUK,TOTAL,0,PASIEN,2020
147,439,35,JAWA TIMUR,2020-01,PULANG PAKSA,NON RUJUKAN,61,PASIEN,2020
147,440,35,JAWA TIMUR,2020-01,PULANG PAKSA,RUJUKAN,19,PASIEN,2020
147,441,35,JAWA TIMUR,2020-01,PULANG PAKSA,TOTAL,80,PASIEN,2020
148,442,35,JAWA TIMUR,2020-01,PULANG,NON RUJUKAN,585,PASIEN,2020
148,443,35,JAWA TIMUR,2020-01,PULANG,RUJUKAN,113,PASIEN,2020
148,444,35,JAWA TIMUR,2020-01,PULANG,TOTAL,698,PASIEN,2020
149,445,35,JAWA TIMUR,2020-01,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2020
149,446,35,JAWA TIMUR,2020-01,PULANG PAKSA,RUJUKAN,0,PASIEN,2020
149,447,35,JAWA TIMUR,2020-01,PULANG PAKSA,TOTAL,0,PASIEN,2020
150,448,35,JAWA TIMUR,2020-01,DIRAWAT,NON RUJUKAN,740,PASIEN,2020
150,449,35,JAWA TIMUR,2020-01,DIRAWAT,RUJUKAN,1106,PASIEN,2020
150,450,35,JAWA TIMUR,2020-01,DIRAWAT,TOTAL,1846,PASIEN,2020
151,451,35,JAWA TIMUR,2020-02,MENINGGAL,NON RUJUKAN,24,PASIEN,2020
151,452,35,JAWA TIMUR,2020-02,MENINGGAL,RUJUKAN,22,PASIEN,2020
151,453,35,JAWA TIMUR,2020-02,MENINGGAL,TOTAL,46,PASIEN,2020
152,454,35,JAWA TIMUR,2020-02,DIRUJUK,NON RUJUKAN,1,PASIEN,2020
152,455,35,JAWA TIMUR,2020-02,DIRUJUK,RUJUKAN,1,PASIEN,2020
152,456,35,JAWA TIMUR,2020-02,DIRUJUK,TOTAL,2,PASIEN,2020
153,457,35,JAWA TIMUR,2020-02,PULANG PAKSA,NON RUJUKAN,57,PASIEN,2020
153,458,35,JAWA TIMUR,2020-02,PULANG PAKSA,RUJUKAN,23,PASIEN,2020
153,459,35,JAWA TIMUR,2020-02,PULANG PAKSA,TOTAL,80,PASIEN,2020
154,460,35,JAWA TIMUR,2020-02,PULANG,NON RUJUKAN,545,PASIEN,2020
154,461,35,JAWA TIMUR,2020-02,PULANG,RUJUKAN,110,PASIEN,2020
154,462,35,JAWA TIMUR,2020-02,PULANG,TOTAL,655,PASIEN,2020
155,463,35,JAWA TIMUR,2020-02,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2020
155,464,35,JAWA TIMUR,2020-02,PULANG PAKSA,RUJUKAN,0,PASIEN,2020
155,465,35,JAWA TIMUR,2020-02,PULANG PAKSA,TOTAL,0,PASIEN,2020
156,466,35,JAWA TIMUR,2020-02,DIRAWAT,NON RUJUKAN,707,PASIEN,2020
156,467,35,JAWA TIMUR,2020-02,DIRAWAT,RUJUKAN,967,PASIEN,2020
156,468,35,JAWA TIMUR,2020-02,DIRAWAT,TOTAL,1674,PASIEN,2020
157,469,35,JAWA TIMUR,2020-03,MENINGGAL,NON RUJUKAN,34,PASIEN,2020
157,470,35,JAWA TIMUR,2020-03,MENINGGAL,RUJUKAN,29,PASIEN,2020
157,471,35,JAWA TIMUR,2020-03,MENINGGAL,TOTAL,63,PASIEN,2020
158,472,35,JAWA TIMUR,2020-03,DIRUJUK,NON RUJUKAN,0,PASIEN,2020
158,473,35,JAWA TIMUR,2020-03,DIRUJUK,RUJUKAN,1,PASIEN,2020
158,474,35,JAWA TIMUR,2020-03,DIRUJUK,TOTAL,1,PASIEN,2020
159,475,35,JAWA TIMUR,2020-03,PULANG PAKSA,NON RUJUKAN,56,PASIEN,2020
159,476,35,JAWA TIMUR,2020-03,PULANG PAKSA,RUJUKAN,19,PASIEN,2020
159,477,35,JAWA TIMUR,2020-03,PULANG PAKSA,TOTAL,75,PASIEN,2020
160,478,35,JAWA TIMUR,2020-03,PULANG,NON RUJUKAN,806,PASIEN,2020
160,479,35,JAWA TIMUR,2020-03,PULANG,RUJUKAN,126,PASIEN,2020
160,480,35,JAWA TIMUR,2020-03,PULANG,TOTAL,932,PASIEN,2020
161,481,35,JAWA TIMUR,2020-03,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2020
161,482,35,JAWA TIMUR,2020-03,PULANG PAKSA,RUJUKAN,0,PASIEN,2020
161,483,35,JAWA TIMUR,2020-03,PULANG PAKSA,TOTAL,0,PASIEN,2020
162,484,35,JAWA TIMUR,2020-03,DIRAWAT,NON RUJUKAN,569,PASIEN,2020
162,485,35,JAWA TIMUR,2020-03,DIRAWAT,RUJUKAN,873,PASIEN,2020
162,486,35,JAWA TIMUR,2020-03,DIRAWAT,TOTAL,1442,PASIEN,2020
163,487,35,JAWA TIMUR,2020-04,MENINGGAL,NON RUJUKAN,28,PASIEN,2020
163,488,35,JAWA TIMUR,2020-04,MENINGGAL,RUJUKAN,23,PASIEN,2020
163,489,35,JAWA TIMUR,2020-04,MENINGGAL,TOTAL,51,PASIEN,2020
164,490,35,JAWA TIMUR,2020-04,DIRUJUK,NON RUJUKAN,0,PASIEN,2020
164,491,35,JAWA TIMUR,2020-04,DIRUJUK,RUJUKAN,0,PASIEN,2020
164,492,35,JAWA TIMUR,2020-04,DIRUJUK,TOTAL,0,PASIEN,2020
165,493,35,JAWA TIMUR,2020-04,PULANG PAKSA,NON RUJUKAN,23,PASIEN,2020
165,494,35,JAWA TIMUR,2020-04,PULANG PAKSA,RUJUKAN,12,PASIEN,2020
165,495,35,JAWA TIMUR,2020-04,PULANG PAKSA,TOTAL,35,PASIEN,2020
166,496,35,JAWA TIMUR,2020-04,PULANG,NON RUJUKAN,317,PASIEN,2020
166,497,35,JAWA TIMUR,2020-04,PULANG,RUJUKAN,60,PASIEN,2020
166,498,35,JAWA TIMUR,2020-04,PULANG,TOTAL,377,PASIEN,2020
167,499,35,JAWA TIMUR,2020-04,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2020
167,500,35,JAWA TIMUR,2020-04,PULANG PAKSA,RUJUKAN,0,PASIEN,2020
167,501,35,JAWA TIMUR,2020-04,PULANG PAKSA,TOTAL,0,PASIEN,2020
168,502,35,JAWA TIMUR,2020-04,DIRAWAT,NON RUJUKAN,436,PASIEN,2020
168,503,35,JAWA TIMUR,2020-04,DIRAWAT,RUJUKAN,641,PASIEN,2020
168,504,35,JAWA TIMUR,2020-04,DIRAWAT,TOTAL,1077,PASIEN,2020
169,505,35,JAWA TIMUR,2020-06,MENINGGAL,NON RUJUKAN,10,PASIEN,2020
169,506,35,JAWA TIMUR,2020-06,MENINGGAL,RUJUKAN,15,PASIEN,2020
169,507,35,JAWA TIMUR,2020-06,MENINGGAL,TOTAL,25,PASIEN,2020
170,508,35,JAWA TIMUR,2020-06,DIRUJUK,NON RUJUKAN,0,PASIEN,2020
170,509,35,JAWA TIMUR,2020-06,DIRUJUK,RUJUKAN,0,PASIEN,2020
170,510,35,JAWA TIMUR,2020-06,DIRUJUK,TOTAL,0,PASIEN,2020
171,511,35,JAWA TIMUR,2020-06,PULANG PAKSA,NON RUJUKAN,16,PASIEN,2020
171,512,35,JAWA TIMUR,2020-06,PULANG PAKSA,RUJUKAN,9,PASIEN,2020
171,513,35,JAWA TIMUR,2020-06,PULANG PAKSA,TOTAL,25,PASIEN,2020
172,514,35,JAWA TIMUR,2020-06,PULANG,NON RUJUKAN,242,PASIEN,2020
172,515,35,JAWA TIMUR,2020-06,PULANG,RUJUKAN,51,PASIEN,2020
172,516,35,JAWA TIMUR,2020-06,PULANG,TOTAL,293,PASIEN,2020
173,517,35,JAWA TIMUR,2020-06,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2020
173,518,35,JAWA TIMUR,2020-06,PULANG PAKSA,RUJUKAN,0,PASIEN,2020
173,519,35,JAWA TIMUR,2020-06,PULANG PAKSA,TOTAL,0,PASIEN,2020
174,520,35,JAWA TIMUR,2020-06,DIRAWAT,NON RUJUKAN,429,PASIEN,2020
174,521,35,JAWA TIMUR,2020-06,DIRAWAT,RUJUKAN,684,PASIEN,2020
174,522,35,JAWA TIMUR,2020-06,DIRAWAT,TOTAL,1113,PASIEN,2020
175,523,35,JAWA TIMUR,2020-08,MENINGGAL,NON RUJUKAN,9,PASIEN,2020
175,524,35,JAWA TIMUR,2020-08,MENINGGAL,RUJUKAN,8,PASIEN,2020
175,525,35,JAWA TIMUR,2020-08,MENINGGAL,TOTAL,17,PASIEN,2020
176,526,35,JAWA TIMUR,2020-08,DIRUJUK,NON RUJUKAN,0,PASIEN,2020
176,527,35,JAWA TIMUR,2020-08,DIRUJUK,RUJUKAN,1,PASIEN,2020
176,528,35,JAWA TIMUR,2020-08,DIRUJUK,TOTAL,1,PASIEN,2020
177,529,35,JAWA TIMUR,2020-08,PULANG PAKSA,NON RUJUKAN,33,PASIEN,2020
177,530,35,JAWA TIMUR,2020-08,PULANG PAKSA,RUJUKAN,14,PASIEN,2020
177,531,35,JAWA TIMUR,2020-08,PULANG PAKSA,TOTAL,47,PASIEN,2020
178,532,35,JAWA TIMUR,2020-08,PULANG,NON RUJUKAN,526,PASIEN,2020
178,533,35,JAWA TIMUR,2020-08,PULANG,RUJUKAN,127,PASIEN,2020
178,534,35,JAWA TIMUR,2020-08,PULANG,TOTAL,653,PASIEN,2020
179,535,35,JAWA TIMUR,2020-08,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2020
179,536,35,JAWA TIMUR,2020-08,PULANG PAKSA,RUJUKAN,0,PASIEN,2020
179,537,35,JAWA TIMUR,2020-08,PULANG PAKSA,TOTAL,0,PASIEN,2020
180,538,35,JAWA TIMUR,2020-08,DIRAWAT,NON RUJUKAN,344,PASIEN,2020
180,539,35,JAWA TIMUR,2020-08,DIRAWAT,RUJUKAN,361,PASIEN,2020
180,540,35,JAWA TIMUR,2020-08,DIRAWAT,TOTAL,705,PASIEN,2020
181,541,35,JAWA TIMUR,2020-09,MENINGGAL,NON RUJUKAN,11,PASIEN,2020
181,542,35,JAWA TIMUR,2020-09,MENINGGAL,RUJUKAN,5,PASIEN,2020
181,543,35,JAWA TIMUR,2020-09,MENINGGAL,TOTAL,16,PASIEN,2020
182,544,35,JAWA TIMUR,2020-09,DIRUJUK,NON RUJUKAN,0,PASIEN,2020
182,545,35,JAWA TIMUR,2020-09,DIRUJUK,RUJUKAN,0,PASIEN,2020
182,546,35,JAWA TIMUR,2020-09,DIRUJUK,TOTAL,0,PASIEN,2020
183,547,35,JAWA TIMUR,2020-09,PULANG PAKSA,NON RUJUKAN,25,PASIEN,2020
183,548,35,JAWA TIMUR,2020-09,PULANG PAKSA,RUJUKAN,18,PASIEN,2020
183,549,35,JAWA TIMUR,2020-09,PULANG PAKSA,TOTAL,43,PASIEN,2020
184,550,35,JAWA TIMUR,2020-09,PULANG,NON RUJUKAN,566,PASIEN,2020
184,551,35,JAWA TIMUR,2020-09,PULANG,RUJUKAN,88,PASIEN,2020
184,552,35,JAWA TIMUR,2020-09,PULANG,TOTAL,654,PASIEN,2020
185,553,35,JAWA TIMUR,2020-09,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2020
185,554,35,JAWA TIMUR,2020-09,PULANG PAKSA,RUJUKAN,0,PASIEN,2020
185,555,35,JAWA TIMUR,2020-09,PULANG PAKSA,TOTAL,0,PASIEN,2020
186,556,35,JAWA TIMUR,2020-09,DIRAWAT,NON RUJUKAN,324,PASIEN,2020
186,557,35,JAWA TIMUR,2020-09,DIRAWAT,RUJUKAN,343,PASIEN,2020
186,558,35,JAWA TIMUR,2020-09,DIRAWAT,TOTAL,667,PASIEN,2020
187,559,35,JAWA TIMUR,2020-10,MENINGGAL,NON RUJUKAN,16,PASIEN,2020
187,560,35,JAWA TIMUR,2020-10,MENINGGAL,RUJUKAN,9,PASIEN,2020
187,561,35,JAWA TIMUR,2020-10,MENINGGAL,TOTAL,25,PASIEN,2020
188,562,35,JAWA TIMUR,2020-10,DIRUJUK,NON RUJUKAN,0,PASIEN,2020
188,563,35,JAWA TIMUR,2020-10,DIRUJUK,RUJUKAN,0,PASIEN,2020
188,564,35,JAWA TIMUR,2020-10,DIRUJUK,TOTAL,0,PASIEN,2020
189,565,35,JAWA TIMUR,2020-10,PULANG PAKSA,NON RUJUKAN,37,PASIEN,2020
189,566,35,JAWA TIMUR,2020-10,PULANG PAKSA,RUJUKAN,13,PASIEN,2020
189,567,35,JAWA TIMUR,2020-10,PULANG PAKSA,TOTAL,50,PASIEN,2020
190,568,35,JAWA TIMUR,2020-10,PULANG,NON RUJUKAN,195,PASIEN,2020
190,569,35,JAWA TIMUR,2020-10,PULANG,RUJUKAN,30,PASIEN,2020
190,570,35,JAWA TIMUR,2020-10,PULANG,TOTAL,225,PASIEN,2020
191,571,35,JAWA TIMUR,2020-10,PULANG PAKSA,NON RUJUKAN,0,PASIEN,2020
